,Time,User,Key/Agent,Message
2336,2020-05-31 17:35:03,shukrithis-ubuntu,dbus-daemon[2347],"' [session uid=1000 pid=2347] Activating via systemd: service name=\'org.freedesktop.Tracker1\' unit=\'tracker-store.service\' requested by \':1.82\' (uid=1000 pid=2746 comm=""/usr/lib/tracker/tracker-miner-fs "" label=""unconfined"")\n'"
2337,2020-05-31 17:35:03,shukrithis-ubuntu,systemd[2318],' Starting Tracker metadata database store and lookup manager...\n'
2338,2020-05-31 17:35:03,shukrithis-ubuntu,systemd[2318],' Started Tracker metadata database store and lookup manager.\n'
2339,2020-05-31 17:35:04,shukrithis-ubuntu,dbus-daemon[2347],"' [session uid=1000 pid=2347] Activating via systemd: service name=\'org.freedesktop.Tracker1.Miner.Extract\' unit=\'tracker-extract.service\' requested by \':1.82\' (uid=1000 pid=2746 comm=""/usr/lib/tracker/tracker-miner-fs "" label=""unconfined"")\n'"
2340,2020-05-31 17:35:04,shukrithis-ubuntu,systemd[2318],' Starting Tracker metadata extractor...\n'
2341,2020-05-31 17:35:05,shukrithis-ubuntu,systemd[2318],' Started Tracker metadata extractor.\n'
2342,2020-05-31 17:35:15,shukrithis-ubuntu,systemd[2318],' tracker-extract.service: Succeeded.\n'
2343,2020-05-31 17:35:35,shukrithis-ubuntu,systemd[2318],' tracker-store.service: Succeeded.\n'
2344,2020-05-31 17:38:21,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.hostname1\' unit=\'dbus-org.freedesktop.hostname1.service\' requested by \':1.4762\' (uid=1000 pid=6853 comm=""/usr/lib/firefox/firefox -new-window "" label=""unconfined"")\n'"
2345,2020-05-31 17:38:21,shukrithis-ubuntu,systemd[1],' Starting Hostname Service...\n'
2346,2020-05-31 17:38:22,shukrithis-ubuntu,systemd[1],' Started Hostname Service.\n'
2347,2020-05-31 17:38:52,shukrithis-ubuntu,systemd[1],' systemd-hostnamed.service: Succeeded.\n'
2348,2020-05-31 18:00:45,shukrithis-ubuntu,systemd[1],' Starting Network Manager Script Dispatcher Service...\n'
2349,2020-05-31 18:00:45,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.nm_dispatcher\' unit=\'dbus-org.freedesktop.nm-dispatcher.service\' requested by \':1.12\' (uid=0 pid=1012 comm=""/usr/sbin/NetworkManager --no-daemon "" label=""unconfined"")\n'"
2350,2020-05-31 18:00:45,shukrithis-ubuntu,systemd[1],' Started Network Manager Script Dispatcher Service.\n'
2351,2020-05-31 18:00:55,shukrithis-ubuntu,systemd[1],' NetworkManager-dispatcher.service: Succeeded.\n'
2352,2020-05-31 18:01:42,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.hostname1\' unit=\'dbus-org.freedesktop.hostname1.service\' requested by \':1.4765\' (uid=1000 pid=14660 comm=""/usr/bin/nautilus --gapplication-service "" label=""unconfined"")\n'"
2353,2020-05-31 18:01:42,shukrithis-ubuntu,systemd[1],' Starting Hostname Service...\n'
2354,2020-05-31 18:01:43,shukrithis-ubuntu,systemd[1],' Started Hostname Service.\n'
2355,2020-05-31 18:02:13,shukrithis-ubuntu,systemd[1],' systemd-hostnamed.service: Succeeded.\n'
2356,2020-05-31 18:30:01,shukrithis-ubuntu,CRON[14999],' (root) CMD ([ -x /etc/init.d/anacron ] && if [ ! -d /run/systemd/system ]; then /usr/sbin/invoke-rc.d anacron start >/dev/null; fi)\n'
2357,2020-05-31 18:33:05,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.nm_dispatcher\' unit=\'dbus-org.freedesktop.nm-dispatcher.service\' requested by \':1.12\' (uid=0 pid=1012 comm=""/usr/sbin/NetworkManager --no-daemon "" label=""unconfined"")\n'"
2358,2020-05-31 18:33:05,shukrithis-ubuntu,systemd[1],' Starting Network Manager Script Dispatcher Service...\n'
2359,2020-05-31 18:33:05,shukrithis-ubuntu,systemd[1],' Started Network Manager Script Dispatcher Service.\n'
