,Time,User,Key/Agent,Message
34,2020-05-30 01:37:42,shukrithis-ubuntu,gnome-shell[2561],' Ignored exception from dbus method: Gio.IOErrorEnum: GDBus.Error:org.gtk.GDBus.UnmappedGError.Quark._g_2dio_2derror_2dquark.Code19: Operation was cancelled\n'
35,2020-05-30 09:27:04,shukrithis-ubuntu,gnome-shell[2561],""" Error setting property 'Powered' on interface org.bluez.Adapter1: GDBus.Error:org.bluez.Error.Blocked: Blocked through rfkill (g-io-error-quark, 36)\n"""
36,2020-05-30 09:29:20,shukrithis-ubuntu,systemd-resolved[916],"' Server returned error NXDOMAIN, mitigating potential DNS violation DVE-2018-0001, retrying transaction with reduced feature level UDP.\n'"
37,2020-05-30 09:31:12,shukrithis-ubuntu,gnome-shell[2561],' IPDL protocol error: Handler returned error code!\n'
38,2020-05-30 09:31:12,shukrithis-ubuntu,gnome-shell[2561],"' ###!!! [Parent][DispatchAsyncMessage] Error: PMessagePort::Msg_PostMessages Processing error: message was deserialized, but the handler returned false (indicating failure)\n'"
39,2020-05-30 09:31:12,shukrithis-ubuntu,gnome-shell[2561],' IPDL protocol error: Handler returned error code!\n'
40,2020-05-30 09:31:12,shukrithis-ubuntu,gnome-shell[2561],"' ###!!! [Parent][DispatchAsyncMessage] Error: PMessagePort::Msg_PostMessages Processing error: message was deserialized, but the handler returned false (indicating failure)\n'"
41,2020-05-30 09:45:43,shukrithis-ubuntu,code.desktop[2561],' [21141:0530/094543.232495:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
42,2020-05-30 09:45:46,shukrithis-ubuntu,code.desktop[2561],' [21141:0530/094546.294125:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
43,2020-05-30 11:00:23,shukrithis-ubuntu,gnome-software[3058],' not GsPlugin error pk-control-error-quark:0: failed to resolve package_ids: Operation was cancelled\n'
44,2020-05-30 11:00:23,shukrithis-ubuntu,gnome-software[3058],' not GsPlugin error snapd-error-quark:1: Failed to write to snapd: Operation was cancelled\n'
45,2020-05-30 11:00:23,shukrithis-ubuntu,gnome-software[3058],' message repeated 17 times: [ not GsPlugin error snapd-error-quark:1: Failed to write to snapd: Operation was cancelled]\n'
46,2020-05-30 16:37:53,shukrithis-ubuntu,gnome-shell[2561],""" Error setting property 'Powered' on interface org.bluez.Adapter1: GDBus.Error:org.bluez.Error.Blocked: Blocked through rfkill (g-io-error-quark, 36)\n"""
47,2020-05-30 17:58:03,shukrithis-ubuntu,code.desktop[2561],' [31543:0530/175803.203096:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
48,2020-05-30 17:58:06,shukrithis-ubuntu,code.desktop[2561],' [31543:0530/175806.240701:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
49,2020-05-30 18:25:42,shukrithis-ubuntu,kernel,"' [135835.553353] usb 1-1: device descriptor read/64, error -71\n'"
50,2020-05-30 18:25:43,shukrithis-ubuntu,kernel,"' [135835.929390] usb 1-1: device descriptor read/64, error -71\n'"
51,2020-05-30 18:25:43,shukrithis-ubuntu,kernel,"' [135836.573454] usb 1-1: device descriptor read/64, error -71\n'"
52,2020-05-30 18:25:44,shukrithis-ubuntu,kernel,"' [135836.949508] usb 1-1: device descriptor read/64, error -71\n'"
53,2020-05-30 18:25:44,shukrithis-ubuntu,kernel,"' [135837.745506] usb 1-1: device not accepting address 8, error -71\n'"
54,2020-05-30 18:25:45,shukrithis-ubuntu,kernel,"' [135838.433530] usb 1-1: device not accepting address 8, error -71\n'"
55,2020-05-30 19:32:46,shukrithis-ubuntu,snapd[967],"' stateengine.go:150: state ensure error: cannot refresh snap-declaration for ""gnome-logs"": Get https://api.snapcraft.io/api/v1/snaps/assertions/snap-declaration/16/kIMfmZTJspWa8vtfbgU3W9Nbv4V5Qgmh?max-format=4: dial tcp: lookup api.snapcraft.io: no such host\n'"
56,2020-05-30 20:20:53,shukrithis-ubuntu,code.desktop[2561],' [2068:0530/202053.564994:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
57,2020-05-30 20:20:56,shukrithis-ubuntu,code.desktop[2561],' [2068:0530/202056.552160:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
58,2020-05-30 20:23:40,shukrithis-ubuntu,code.desktop[2561],' [2068:0530/202340.946149:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
59,2020-05-30 22:04:07,shukrithis-ubuntu,gnome-shell[2561],""" Error setting property 'Powered' on interface org.bluez.Adapter1: GDBus.Error:org.bluez.Error.Blocked: Blocked through rfkill (g-io-error-quark, 36)\n"""
60,2020-05-30 22:39:15,shukrithis-ubuntu,bluetoothd[1007],' connect error: Function not implemented (38)\n'
61,2020-05-30 22:39:46,shukrithis-ubuntu,bluetoothd[1007],' connect error: Function not implemented (38)\n'
62,2020-05-31 10:59:38,shukrithis-ubuntu,gnome-shell[2561],""" Error setting property 'Powered' on interface org.bluez.Adapter1: GDBus.Error:org.bluez.Error.Blocked: Blocked through rfkill (g-io-error-quark, 36)\n"""
63,2020-05-31 11:57:45,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/115745.577131:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
64,2020-05-31 11:57:48,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/115748.561828:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
65,2020-05-31 12:54:52,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/125452.584809:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
66,2020-05-31 12:55:45,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/125545.236886:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
67,2020-05-31 13:39:33,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
68,2020-05-31 13:39:34,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
69,2020-05-31 13:39:42,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
70,2020-05-31 13:39:42,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
71,2020-05-31 15:35:17,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/153517.143250:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
72,2020-05-31 16:10:47,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/161047.754744:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
73,2020-05-31 16:39:01,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/163901.187848:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
74,2020-05-31 17:09:29,shukrithis-ubuntu,gnome-shell[2561],' IPDL protocol error: Handler returned error code!\n'
75,2020-05-31 17:09:29,shukrithis-ubuntu,gnome-shell[2561],"' ###!!! [Parent][DispatchAsyncMessage] Error: PLayerTransaction::Msg_ReleaseLayer Processing error: message was deserialized, but the handler returned false (indicating failure)\n'"
76,2020-05-31 17:35:08,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/173508.487075:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
77,2020-05-31 18:18:56,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/181856.421971:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
78,2020-05-31 19:23:33,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
79,2020-05-31 19:23:33,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
80,2020-05-31 19:23:48,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
81,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
82,2020-05-31 19:23:49,shukrithis-ubuntu,xdman.desktop[2758],' # A fatal error has been detected by the Java Runtime Environment:\n'
83,2020-05-31 19:23:49,shukrithis-ubuntu,xdman.desktop[2758],' # An error report file with more information is saved as:\n'
84,2020-05-31 19:23:49,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
85,2020-05-31 19:25:15,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
86,2020-05-31 19:29:46,shukrithis-ubuntu,whoopsie[1536],' [19:29:46] Sent; server replied with: No error\n'
87,2020-05-31 19:29:46,shukrithis-ubuntu,systemd[1],' Starting Process error reports when automatic reporting is enabled...\n'
88,2020-05-31 19:29:46,shukrithis-ubuntu,systemd[1],' Started Process error reports when automatic reporting is enabled.\n'
89,2020-05-31 20:57:02,shukrithis-ubuntu,kernel,"' [189842.229854] usb 1-1: device descriptor read/64, error -71\n'"
90,2020-05-31 20:57:03,shukrithis-ubuntu,kernel,"' [189842.605934] usb 1-1: device descriptor read/64, error -71\n'"
91,2020-05-31 20:57:03,shukrithis-ubuntu,kernel,"' [189843.253894] usb 1-1: device descriptor read/64, error -71\n'"
92,2020-05-31 20:57:04,shukrithis-ubuntu,kernel,"' [189843.629891] usb 1-1: device descriptor read/64, error -71\n'"
93,2020-05-31 20:57:04,shukrithis-ubuntu,kernel,"' [189844.425890] usb 1-1: device not accepting address 12, error -71\n'"
94,2020-05-31 20:57:05,shukrithis-ubuntu,kernel,"' [189845.109856] usb 1-1: device not accepting address 12, error -71\n'"
95,2020-05-31 21:34:34,shukrithis-ubuntu,code.desktop[2561],' [8067:0531/213434.953998:ERROR:buffer_manager.cc(488)] [.DisplayCompositor]GL ERROR :GL_INVALID_OPERATION : glBufferData: <- error from previous GL command\n'
