,Time,User,Key/Agent,Message
44,2020-05-27 18:02:07,shukrithis-ubuntu,kernel,"' [69297.157131] blk_update_request: I/O error, dev sda, sector 1863152224 op 0x0:(READ) flags 0x80700 phys_seg 1 prio class 0\n'"
45,2020-05-27 22:15:33,shukrithis-ubuntu,kernel,"' [83571.911765] usb 1-1: device descriptor read/64, error -71\n'"
46,2020-05-28 12:09:14,shukrithis-ubuntu,kernel,' [   17.498387] EXT4-fs (sda6): re-mounted. Opts: errors=remount-ro\n'
47,2020-05-28 12:22:30,shukrithis-ubuntu,kernel,' [   10.606456] EXT4-fs (sda6): re-mounted. Opts: errors=remount-ro\n'
48,2020-05-29 08:52:49,shukrithis-ubuntu,kernel,"' [48891.764972] usb 1-1: device descriptor read/64, error -71\n'"
49,2020-05-29 08:52:50,shukrithis-ubuntu,kernel,"' [48892.141005] usb 1-1: device descriptor read/64, error -71\n'"
50,2020-05-29 08:52:50,shukrithis-ubuntu,kernel,"' [48892.784982] usb 1-1: device descriptor read/64, error -71\n'"
51,2020-05-29 08:52:51,shukrithis-ubuntu,kernel,"' [48893.161120] usb 1-1: device descriptor read/64, error -71\n'"
52,2020-05-30 18:25:42,shukrithis-ubuntu,kernel,"' [135835.553353] usb 1-1: device descriptor read/64, error -71\n'"
53,2020-05-30 18:25:43,shukrithis-ubuntu,kernel,"' [135835.929390] usb 1-1: device descriptor read/64, error -71\n'"
54,2020-05-30 18:25:43,shukrithis-ubuntu,kernel,"' [135836.573454] usb 1-1: device descriptor read/64, error -71\n'"
55,2020-05-30 18:25:44,shukrithis-ubuntu,kernel,"' [135836.949508] usb 1-1: device descriptor read/64, error -71\n'"
56,2020-05-30 18:25:44,shukrithis-ubuntu,kernel,"' [135837.745506] usb 1-1: device not accepting address 8, error -71\n'"
57,2020-05-30 18:25:45,shukrithis-ubuntu,kernel,"' [135838.433530] usb 1-1: device not accepting address 8, error -71\n'"
58,2020-05-31 20:57:02,shukrithis-ubuntu,kernel,"' [189842.229854] usb 1-1: device descriptor read/64, error -71\n'"
59,2020-05-31 20:57:03,shukrithis-ubuntu,kernel,"' [189842.605934] usb 1-1: device descriptor read/64, error -71\n'"
60,2020-05-31 20:57:03,shukrithis-ubuntu,kernel,"' [189843.253894] usb 1-1: device descriptor read/64, error -71\n'"
61,2020-05-31 20:57:04,shukrithis-ubuntu,kernel,"' [189843.629891] usb 1-1: device descriptor read/64, error -71\n'"
62,2020-05-31 20:57:04,shukrithis-ubuntu,kernel,"' [189844.425890] usb 1-1: device not accepting address 12, error -71\n'"
63,2020-05-31 20:57:05,shukrithis-ubuntu,kernel,"' [189845.109856] usb 1-1: device not accepting address 12, error -71\n'"
